id,category,source,text,summary,word_count,summary_word_count,compression_ratio,n_sentences
1476259211-menyiasati-kamar-sempit-dengan-perabot-multifungsi,hiburan,cnn indonesia,"Jakarta, CNN Indonesia - - Kamar tidur bukan sekadar ruangan untuk berbaring dan beristirahat saja. Kamar tidur kini juga menjadi area pribadi tempat Anda bisa menikmati waktu istirahat dan menenangkan diri. Kamar tidur kini menjadi sebuah rumah kecil untuk diri Anda sendiri. Bukan cuma tempat tidur dan lemari baju saja yang diletakkan di dalam kamar, tapi beragam perlengkapan lain yang bisa memudahkan hidup Anda. "" Sekarang ini tema minimalis memang tengah disukai kaum urban. Bukan cuma untuk rumah tapi juga kamar tidur, "" kata Harianus Zebua, Head of Corporate and Marketing Communication Orang Tua Grup yang memegang lisensi merek ritel furnitur Jysk kepada CNNIndonesia.com beberapa waktu lalu. "" Sekarang ini ada perubahan gaya untuk menata rumah dan kamar tidur. Dulu orang lebih suka yang klasik, lalu berubah ke modern, dan sekarang lebih ke minimalis. "" Tak dimungkiri, kini kapasitas ruang di rumah memang lebih terbatas. Konsep dekorasi minimalis ini kemudian berkembang untuk menyiasati ukuran ruang yang terbatas dan sempit agar tetap nyaman ditinggali. "" Apalagi untuk orang dengan usia 23 - 45 tahun, mereka adalah seorang first timer punya rumah atau apartemen. Rumahnya kecil, tapi ingin punya banyak benda indah di rumahnya. "" Melihat tren dekorasi minimalis ini, ritel Jysk yang berpusat di Denmark ini mencoba menguasai pasar dengan berbagai perabot yang diklaim multifungsi namun minimalis. Salah satu contohnya adalah meja yang bisa berfungsi ganda. "" Meja tersebut bisa jadi meja makan, kemudian kalau dilipat bisa jadi meja kopi, dan dilipat lagi bisa jadi meja di samping tempat tidur. Konsep - konsep multifungsi seperti inilah yang banyak diinginkan, karena tak menghabiskan banyak tempat tapi fungsinya bisa banyak, "" ucapnya. Selain itu, beragam perabot fungsional lain misalnya sofa yang bisa diubah menjadi tempat tidur ukuran single, tempat tidur yang bisa dilipat, sampai ranjang susun yang menyatu dengan lemari. Harianus menambahkan, meski saat ini preferensi mereka memilih perabot rumah tangga dan kamar tidur adalah kebutuhan, namun ukuran dan bentuk juga menjadi pertimbangan. Kaum urban cenderung lebih suka perabot dengan bentuk compact, ukuran kecil, multifungsi, namun tetap stylist. Tak lupa, meski butuh perabot fungsional, mereka juga menginginkan semua kenyamanan ada di dalam ruangan pribadinya. Untuk beberapa hal, kata dia, ada perabot - perabot yang tak minimalis tapi masih bisa ' termaafkan ' untuk dimiliki, misalnya selimut yang hangat dan nyaman. "" Spesialisasi Jysk sendiri sebenarnya ada pada duvet, yaitu selimut tebal berisi bulu angsa. Ini memang andalan karena kerajaan Denmark juga memakai produk ini. Sekalipun Indonesia tak ada musim dingin, tapi banyak yang suka, "" ujar Harianus. "" Biar bagaimana pun juga, pemilihan furnitur di rumah dan di kamar tidur itu menggambarkan kepribadian si pemilik, jadi sudah pasti mereka akan pilih yang sesuai dengan mereka. "" ( chs)","Konsep minimalis yang berkembang untuk menyiasati ruang terbatas dan sempit agar tetap nyaman ditinggali, tengah disukai kaum urban. Ritel Jysk memanfaatkan peluang ini dengan meluncurkan perabot multifungsi namun minimalis. Salah satunya adalah meja yang bisa berfungsi sebagai meja makan, meja kopi, dan meja di samping tempat tidur. Kaum urban cenderung lebih suka perabot dengan bentuk compact, ukuran kecil, multifungsi, namun tetap stylist.",445,62,0.1393,26
1505327400-komisi-iii-dpr-susun-ruu-penyadapan,tajuk utama,antaranews,"Jakarta ( ANTARA News) - Komisi III DPR akan menyusun Rancangan Undang-Undang tentang Tata Cara Penyadapan mengacu pada Putusan Mahkamah Konstitusi pada 2011 yang menyatakan pembatasan hak asasi manusia melalui penyadapan harus diatur dengan undang-undang untuk menghindari penyalahgunaan wewenang yang melanggar HAM. "" Komisi III DPR akan ambil inisiatif untuk membuat RUU tentang Tata Cara Penyadapan sebagai inisiatif DPR karena berdasarkan keputusan MK bahwa penyadapan itu harus diatur dengan UU sendiri, "" kata Ketua Komisi III DPR Bambang Soesatyo usai Rapat Kerja Komisi III DPR dengan KPK di Jakarta, Selasa. Ia menjelaskan tentang mengapa tata cara penyadapan harus diatur melalui UU karena tidak hanya dilakukan KPK namun di berbagai lembaga negara juga melakukannnya, seperti Badan Intelijen Negara ( BIN), Badan Narkotika Nasional ( BNN), dan Badan Nasional Penanggulangan Terorisme ( BNPT). Namun, dia mengatakan memang hanya KPK yang tidak membutuhkan izin ketika ingin menyadap dan BIN tidak perlu izin namun bukan untuk kepentingan pro justisia. "" Komisi III DPR sudah menunjuk Arsul Sani dari Fraksi PPP sebagai penanggung jawab penyusunan RUU tersebut dan segera memulai melaksanakan dan mengundang berbagai pendapat akademisi untuk penyusunan RUU tersebut karena penyadapan bukan hanya hak KPK, "" ujarnya. Politikus Partai Golkar itu mengatakan apabila RUU tentang Tata Cara Penyadapan telah disahkan menjadi UU, maka KPK harus mengikuti aturan tersebut. Dia mengatakan penyusunan RUU itu akan melibatkan berbagai pihak, seperti pemerintah, KPK, kejaksaan, kepolisian, BIN, BNPT, dan BNN. "" Kemungkinan akhir tahun ini baru tergambar drafnya dan tahun 2018 baru bisa berjalan pembahasannya. Namun, kami targetkan di DPR periode 2014 - 2019, RUU tersebut selesai, "" ujarnya.","Komisi III DPR akan menyusun Rancangan Undang-Undang tentang Tata Cara Penyadapan mengacu pada Putusan Mahkamah Konstitusi pada 2011 yang menyatakan pembatasan hak asasi manusia melalui penyadapan harus diatur dengan undang-undang untuk menghindari penyalahgunaan wewenang yang melanggar HAM. Ketua Komisi III DPR Bambang Soesatyo mengatakan penyusunan RUU itu akan melibatkan berbagai pihak, seperti pemerintah, KPK, kejaksaan, kepolisian, BIN, BNPT, dan BNN.",261,60,0.2299,9
1502298600-manajer-persib-sempat-ragukan-postur-ndouasse,olahraga,cnn indonesia,"Jakarta, CNN Indonesia - - Manajer Persib Umuh Muchtar berharap kedatangan Ezechiel N'Douassel bisa membangkitkan performa Maung Bandung di putaran kedua Liga 1 Indonesia 2017 ini. Umuh mengungkapkan bahwa melihat rekam jejaknya, Ezechiel N'Douassel cukup menjanjikan meski secara postur ia menilai agak kurang meyakinkan. Tercatat Ezechiel N'Douassel merupakan pemain Timnas Chad. Selain itu, ia juga lama malang melintang dikompetisi Afrika dan Eropa. Pengalaman tersebut yang membuat Umuh berharap agar saat di Persib, ia bisa menjadi juru gedor produktif Maung Bandung. "" Dia sebagai kapten Timnas terakhir pernah main di Israel, Alhamdulillah mudah-mudahan saja ( bagus). "" Kalau dilihat ( postur) tidak meyakinkan, seperti Cole, tapi mudah-mudahan ini lebih baik. Ini pilihan ( setelah diskusi bersama) jadi tidak saling menyalahkan, "" katanya di Graha Persib, JL Sulanjana, Kota Bandung. Seperti diketahui, N'Douassel memiliki tinggi badan 193 sentimeter. Sosok yang sebetulnya cukup menjulang sebagai striker di kompetisi Indonesia. Terkait kontrak, Umuh mengungkapkan bahwa N'Douassel mendapat durasi kontrak selama satu tahun. Namun, pihaknya masih akan terus melihat perkembangannya selama putaran kedua ini. Kalau memang sesuai dengan harapan, maka ia berpotensi menjadi penggawa Maung Bandung di musim depan. "" Ya dicoba musim ini sampai putaran kedua. Kalau bagus, dilanjutkan. Kita harus optimis ya, "" tegasnya. Masuknya N'Douassel seolah menyiratkan bahwa Persib dipastikan batal merekrut penyerang Brasil yang lama bermain di kompetisi Portugal, Erivelto Emiliano da Silva. Sebelumnya, pemain yang bersangkutan sudah ada di Indonesia. Namun entah karena alasan apa, yang diperkenalkan justru Ezechiel NDouassel. "" Ya itu keputusan manajemen. Dia dikembalikan karena ada hal yang dipertimbangkan, jadi mencari yang lebih baik. ""","Manajer Persib Umuh Muchtar berharap kedatangan Ezechiel N'Douassel bisa membangkitkan performa Persib di putaran kedua Liga 1 Indonesia 2017. Umuh mengungkapkan melihat rekam jejaknya, Ezechiel N'Douassel cukup menjanjikan meski secara postur ia menilai agak kurang meyakinkan. Ezechiel N'Douassel lama malang melintang dikompetisi Afrika dan Eropa. Pengalaman tersebut yang membuat Umuh berharap saat di Persib, ia bisa menjadi striker produktif Persib.",258,60,0.2326,21
1512782967-alpukat-raksasa-seberat-2-kg-ditemukan-di-hawaii,hiburan,cnn indonesia,"Jakarta, CNN Indonesia - - Seorang perempuan di Hawaii tengah berjalan untuk mengambil korannya saat dia menemukan sebuah alpukat yang tak pernah dilihatnya. Jenisnya mungkin alpukat biasa, tapi ukurannya tak biasa. Berbeda dengan alpukat lainnya, alpukat yang ditemukan Pamela Wang, si perempuan Hawaii ini punya ukuran raksasa, yaitu dua kilo untuk satu buahnya. "" Saya melihat alpukat setiap harinya dan saya mengambilnya setiap hari, tapi yang satu ini, sangat sulit untuk dilupakan, "" kata Pamela Wang kepada West Hawaii Today, dikutip dari "" Ini sebesar kepala saya. "" Meski terbilang besar, namun alpukat ini bukanlah alpukat terbesar di dunia. Hanya saja, bisa jadi ini adalah alpukat terberat di dunia. Pada Januari 2009 lalu, Gabriel Ramirez menemukan alpukat dengan berat 1,8 kg di Venezuela. Sampai saat ini, dia memegang gelar untuk alpukat terberat di Guinness World Records. Wang pun mendaftarkan alpukat temuannya ini untuk menggeser tahta alpukat milik Ramirez. Alpukat raksasa ini dinikmati oleh Wang dan 10 orang temannya di sebuah kafe lokal. Karena ukurannya besar, mereka pun bahkan tak bisa menghabiskan walau setengahnya. ( chs / chs)","Seorang perempuan di Hawaii tengah berjalan untuk mengambil korannya saat dia menemukan sebuah alpukat yang tak pernah dilihatnya. Berbeda dengan alpukat lainnya, alpukat yang ditemukan Pamela Wang, si perempuan Hawaii ini punya ukuran dua kilo. Alpukat raksasa ini dinikmati oleh Wang dan 10 orang temannya di sebuah kafe lokal. Karena ukurannya besar, mereka pun bahkan tak bisa menghabiskan walau setengahnya.",177,60,0.339,13
1498863300-ronaldo-diam-seribu-bahasa-soal-masa-depan,olahraga,cnn indonesia,"Jakarta, CNN Indonesia - - Cristiano Ronaldo kembali menyatakan tak akan menanggapi isu masa depan dirinya di Real Madrid seiring dengan merebaknya rumor kepindahan Ronaldo ke klub lain untuk kompetisi musim depan. Ronaldo yang baru saja sukses mengantar Real Madrid meraih trofi La Liga dan Liga Champions mulai diserbu rumor hengkang dari Los Blancos seiring dengan kasus penggelapan pajak yang menyerangnya. Kasus itu dianggap bisa jadi pintu keluar Ronaldo dari tim yang telah dibelanya sejak tahun 2009 tersebut. Sesaat setelah Portugal kalah dari Chile di semifinal Piala Konfederasi, Ronaldo kembali diadang pertanyaan tersebut. “ Saya tak akan berbicara dan tak akan mengakhiri aksi tutup mulut saya, ” kata Ronaldo seperti dikutip dari Goal. Presiden Real Madrid, Florentino Perez sebelumnya mengatakan bahwa Ronaldo cukup kecewa dengan situasi rumit yang ada pada dirinya saat ini. “ Cristiano Ronaldo masih punya kontrak dengan Real Madrid. Saya sendiri belum berbicara dengannya. Dia marah. Ronaldo adalah orang dengan integritas tinggi dan selalu memenuhi tugasnya dengan baik. ” “ Ada banyak orang yang ingin menyakiti Ronaldo dengan isu pajak dan topik lainnya. Ia pun sangat merasakan hal itu, ” tutur Perez. Perez baru akan berbicara dengan Ronaldo setelah sang megabintang kembali dari Piala Konfederasi. “ Saya tak akan mengumbar hal-hal penting ke media. Satu hal yang pasti adalah menunggu dan berbicara dengan Ronaldo selepas Piala Konfederasi. ” “ Kami bahagia melihat fakta bahwa Ronaldo ada di Madrid. Saya pun sudah berbicara dengan Jorge Mendes tentang isu ini, ” ucap Perez. Ronaldo sendiri baru saja memutuskan untuk tidak ikut ambil bagian dalam perebutan tempat ketiga Piala Konfederasi lantaran anak kembarnya telah lahir.",Cristiano Ronaldo kembali menyatakan tak akan menanggapi isu masa depan dirinya di Real Madrid seiring dengan merebaknya rumor kepindahan Ronaldo ke klub lain untuk kompetisi musim depan. Ronaldo yang baru saja sukses mengantar Real Madrid meraih trofi La Liga dan Liga Champions mulai diserbu rumor hengkang dari Los Blancos seiring dengan kasus penggelapan pajak yang menyerangnya.,265,56,0.2113,18
1504229400-eyeliner-berbentuk-pena-bulu-ala-harry-potter,hiburan,kumparan,"Meski ketujuh serial kisah Harry Potter telah lama berakhir, namun euforia dan kecintaan dunia terhadapa karya J.K Rowling ini tak pernah berhenti. Hal ini terlihat dari banyaknya pernak pernik bertema Harry Potter yang terus bermunculan. Mulai dari aksesoris, busana, hingga koleksi makeup ala Harry Potter. Semuanya dihadirkan demi memuaskan kerinduan dan rasa cinta penggemarnya. Salah satu lini kosmetik yang pernah meluncurkan koleksi makeup ala Harry Potter adalah Storybook Cosmetics. Sebelumnya, Storybook telah merilis kuas makeup berbentuk tongkat sihir dan eyeshadow bertema Harry Potter. Jika kamu pernah menyaksikan film Harry Potter, kamu pasti tahu bahwa setiap murid Hogwarts dan penyihir selalu menulis dengan menggunakan pena bulu dan tinta. Mereka akan mencelupkan ujung pena bulu ke dalam tinta agar bisa menulis di atas perkamen. Kini, Storybook kembali hadir dengan merilis eyeliner berbentuk pena bulu ala Harry Potter! Eyeliner ini dibentuk dengan ujung runcing yang persis menyerupai pena bulu pada umumnya. Jadi, kamu bisa membentuk winged eyeliner yang dramatis. Authentic Storybook Cosmetics Quill & Ink ini terdiri dari sebuah ' pena bulu ', tinta, dan kotak cantik berwarna biru. Seluruhnya didesain cantik dan klasik, lengkap dengan ukiran berwarna tembaga. Tertarik untuk memiliki koleksi eyeliner ala Harry Potter ini? Eyeliner ini bisa kamu miliki dengan harga $ 39.00 atau Rp 520 ribuan.","Salah satu lini kosmetik yang pernah meluncurkan koleksi makeup ala Harry Potter adalah Storybook Cosmetics. Setiap murid Hogwarts dan penyihir selalu menulis dengan menggunakan pena bulu dan tinta. Mereka akan mencelupkan ujung pena bulu ke dalam tinta agar bisa menulis di atas perkamen. Kini, Storybook kembali hadir dengan merilis eyeliner berbentuk pena bulu.",208,53,0.2548,15
1504051998-pria-bugil-di-istana-merdeka-positif-konsumsi-sabu,tajuk utama,cnn indonesia,"Jakarta, CNN Indonesia - - Kepala Bidang Humas Polda Metro Jaya Komisaris Besar Argo Yuwono mengatakan pria bugil yang berusaha merangsek ke Istana Merdeka positif mengonsumsi sabu. Hal itu diketahui setelah pihak kepolisian melakukan tes urine berinisial B tersebut. “ Setelah dicek urine ternyata positif sabu. Sehingga hari ini sedang dilakukan pendalaman dan penyidikan, ” kata Argo di Mapolda Metro Jaya, Jakarta Selatan, Selasa ( 29 / 8). Argo menjelaskan, B merupakan sorang pedagang yang stress lantaran barang dagangan tidak laris. Penyidik membuka kemungkinan melakukan tes kejiwaan. “ Penyidik bisa semuanya bisa dilakukan, ” kata Argo. Kemarin ( 28 / 8), seorang pria tanpa busana berusaha menerobos gerbang kompleks Istana Merdeka, Jakarta. Sejumlah aparat TNI dan kepolisian langsung mengamankan pria tersebut dari depan gerbang istana yang berada di seberang Monumen Nasional. Pria bertelanjang bulat itu melakukan aksinya pada pukul 07.30 WIB. Lima petugas Pasukan Pengawal Presiden ( Paspampres) yang mengetahui kejadian itu langsung menindak tegas pria tersebut. Komandan Pasukan Pengaman Presiden ( Danpaspampres) Mayor Jenderal TNI Suhartono mengatakan, pria bugil yang berusaha menerobos gerbang Istana Merdeka bukan penyusup. Pria tanpa busana itu lari dari arah Monumen Nasional. "" Bukan menyusup, tapi ada orang lari telanjang dari arah Monas menyeberang jalan ke arah istana lalu ditangkap anggota Paspampres yang jaga, "" kata Suhartono kepada CNNIndonesia.com. Pria bugil itu tidak membawa identitas apapun. Suhartono menduga pria itu mengalami gangguan jiwa. Hal itu berdasarkan keterangan anggota Paspampres yang menangani kejadian. "" Orang tersebut terindikasi ada gangguan jiwa, namun untuk pendalaman lebih lanjut sudah diserahkan ke Polsek Gambir, "" katanya. ( gil)","Kabid Humas Polda Metro Jaya Komisaris Besar Argo Yuwono mengatakan pria bugil yang berusaha merangsek ke Istana Merdeka positif mengonsumsi sabu. Diketahui setelah pihak kepolisian melakukan tes urine berinisial B tersebut. B merupakan pedagang yang stress lantaran barang dagangan tidak laris. Penyidik membuka kemungkinan melakukan tes kejiwaan. Kemarin ( 28 / 8), seorang pria tanpa busana berusaha menerobos gerbang kompleks Istana Merdeka, Jakarta.",258,63,0.2442,19
1512087300-coworking-space-avenue8-tawarkan-layanan-terbaru,teknologi,dailysocial.id,"Makin meningkatnya popularitas dan penggunaan layanan coworking space oleh startup dan kalangan pekerja lainnya, membuat para penyedia layanan berusaha menyuguhkan berbagai pilihan. Berbagai model pelayanan dan produk dibungkus, sehingga tidak saja menjadikan coworking space hanya sebagai tempat bekerja, tapi lebih dari itu. Rata - rata coworking space yang ada saat ini menawarkan ruang kerja plus kesempatan untuk pengembangan diri, dari ekosistem startup yang disediakan hingga acara - acara seputar kewirausahaan. Di luar itu masih ada yang coba menyajikan konsep lain, salah satunya Avenue8. Terletak di kawasan Menteng, Avenue8 menyuguhkan ruang kerja dengan level kenyamanan sebanding dengan hotel bintang lima ( concierge). Walaupun sebenarnya layanan seperti ini tidak substansial dibutuhkan oleh kalangan pekerja yang membutuhkan coworking space, namun diklaim menjadi yang pertama di Indonesia. Hal ini bisa jadi akan menjadi tren atau standar baru seputar pelayanan ruang kerja virtual tersebut. Fokus pelayanan yang “ tidak biasa ” ini dikatakan pihak Avenue8 sebagai upaya memberikan opsi privasi dan keamanan lebih bagi para penggunanya. Pelayanan concierge inilah ingin dijadikan pembeda antara Avenue8 dan coworking space lainnya, para pengguna Avenue8 akan mendapatkan pelayanan khusus, seperti penyeduhan kopi di pagi hari, pemesanan makanan, pemesanan kendaraan jika ingin ke bandara, bahkan reservasi restoran. Co - founder Avenue8 Catrin Marcellina mengatakan, “ Adanya pertumbuhan startup tersebut membuat Avenue8 hadir untuk menjawab apa yang menjadi kebutuhan para startup di Indonesia. Concierge hotel memegang peranan penting pada pelayanan tamu atau customer dalam keseharian sebuah operasional hotel. Sistem inilah yang kami terapkan di dalam Avenue8 dengan tujuan untuk membantu para pengguna mengatasi hal-hal kecil sehingga mereka dapat sepenuhnya fokus pada pekerjaannya. Kami ingin memberikan yang terbaik dan yang berbeda dari coworking space lainnya. ” Avenue8 saat ini juga telah menjadi bagian dari Loop. Space, memungkinkan para anggotanya mengakses lebih dari 160 coworking space di seluruh dunia. Loop. Space sendiri memang menjadi sebuah portal yang menghubungkan coworking space di seluruh dunia untuk memiliki layanan akses di satu pintu. Sehingga bagi para pekerja traveller bisa memanfaatkan ID sama yang sudah dimiliki di coworking space terdaftar untuk mengakses layanan coworking lainnya. Peran coworking space dalam membangun ekosistem startup Di balik hingar - bingar model pelayanan coworking space yang ada, sejatinya ada hal fundamental yang dapat dioptimalkan dari situ, sejalan dengan proses bisnis yang coba dikembangkan. Yakni untuk membangun ekosistem startup di Indonesia. Selain fasilitas, aksesibilitas merupakan hal yang penting menjadi bagian dari layanan coworking space, terkait akses dengan sumber daya dan komponen pendukung bisnis lainnya. Hal ini penting, startup digital memiliki mode bisnis yang unik sehingga perlu adanya penyampaian informasi dan pemahaman yang maksimal kepada pemainnya. Lantas apakah yang ada saat ini sudah sesuai dengan kriteria tersebut? Sebagian sudah memainkan perannya dengan baik. Mampu menghubungkan antara penggiat startup dan pelaku usaha lain dengan berbagai komponen penting seperti investor. Seiring meluasnya cakupan coworking space sangat diharapkan perannya untuk membangun ekosistem dioptimalkan dengan baik. Saat ekosistem tersebut berdiri kokoh, sebenarnya para pemain coworking sendiri yang juga akan mendapatkan dampak positif. DailySocial.id adalah portal berita startup dan inovasi teknologi. Kamu bisa menjadi member komunitas startup dan inovasi DailySocial.id, mengunduh laporan riset dan statistik seputar teknologi secara cuma-cuma, dan mengikuti berita startup Indonesia dan gadget terbaru.","Avenue8 menyuguhkan ruang kerja dengan level kenyamanan sebanding dengan hotel bintang lima ( concierge). Layanan ini tidak substansial dibutuhkan, namun diklaim menjadi yang pertama di Indonesia. Avenue8 saat ini juga telah menjadi bagian dari Loop. Space, memungkinkan para anggotanya mengakses lebih dari 160 coworking space di seluruh dunia. Loop. Space sendiri memang menjadi sebuah portal yang menghubungkan coworking space di seluruh dunia.",519,62,0.1195,28
1505968355-istri-gilang-dirga-rayakan-satu-tahun-pernikahan-d,showbiz,kumparan,"Satu tahun sudah presenter Gilang Dirga dan Adiezty Fersa menjadi pasangan suami istri. Pada Senin ( 18 / 9) kemarin, Gilang dan istri merayakan hari jadinya yang pertama. Tak hanya sekadar menggelar pesta perayaan, di hari spesialnya itu, Adiezty membuat single berjudul ' Kini ( Aku Bebas) '. Selain berperan sebagai suami, presenter berusia 28 tahun itu rupanya turut menjadi produser dalam single terbaru sang istri. "" Prosesnya bermula karena gue melihat dia punya potensi sama ini. Dia bisa menyanyi dari mimpi itu jadi timbul ide buat single. Sebelumnya, dia di girlband cuma pada saat itu, persaingan sangat ketat, jadi sekarang girlband -nya bubar gitu aja, "" ucap Gilang di kawasan Kemang, Jakarta Selatan. Setelah melihat potensi yang ada di di dalam diri sang istri, Pemain film ' Rumah Kentang ' ini pun berniat membuat single untuk mantan personil girlband OMG itu. Menurutnya, proses pembuatan single tersebut memakan waktu sekitar 3 bulan. "" Akhirnya gue memiliki inisiatif buat single. Proses sekitar 3 bulan, rekaman bulan puasa sampai pagi, kemudian dari proses 3 bulan jadi single ini beserta video clipnya, "" kata Gilang. Di kesempatan yang sama, Adiezty bersyukur mendapat dukungan dari suami. Presenter ' Dangdut Academy ' itu tak hanya sibuk urus soal proses produksi musik, tapi juga ikut bawel soal olah vokal. "" Awalnya sih takut, aku sempat diomelin, sempat baper sama dia. Waktu nyanyi nadanya salah terus, dan dia bilang, ' dibuka sayang mulutnya '. Terus aku langsung mikir, kayaknya enggak bisa kalau dimarahinnya sama dia. Mending dimarahin sama orang lain, "" cerita Adiez. Meskipun tergolong galak mengajarkan sang istri dalam bernyanyi, Gilang mengaku sangat mendukung karier Adiez di dunia hiburan Tanah Air. "" Support untuk bini gue, kalau bisa seribu persen, gue mau kasih sepuluh ribu persen. Gue tetap lakukan sesuai passion dia, gue akan tetep usaha supaya dia tetap eksis di entertaiment, "" imbuh Gilang. Gilang dan Adiezty merasakan satu tahun menjalani bahtera rumah tangga sebagai proses pendewasaan diri. "" Selama satu tahun menikah yang dirasakan adalah kami romantis - romantisan, ada saling bikin ketawa, ada ngambek - ngambek dan marahan ada. Tapi, emang umurnya masih seumur jagung enggak pantes kita nilai pernikahan kayak apa, "" katanya. "" Tapi kita berdua terus bertahan satu sama lain. Sisi baik kita harus dipertahankan dan diingat ketika ada hal yang bikin kita marah. Intinya apa yang didapat ( selama satu tahun nikah) adalah rasa sayang yang semakin menggebu, "" sambung Gilang.","Satu tahun sudah presenter Gilang Dirga dan Adiezty Fersa menjadi pasangan suami istri. Pada Senin ( 18 / 9) kemarin, Gilang dan istri merayakan hari jadinya yang pertama. Tak hanya sekadar menggelar pesta perayaan, di hari spesialnya itu, Adiezty membuat single berjudul ' Kini ( Aku Bebas) '. Selain berperan sebagai suami, presenter berusia 28 tahun itu rupanya turut menjadi produser dalam single terbaru sang istri.",402,66,0.1642,26
1491038571-airbag-bermasalah-toyota-tarik-29-juta-kendaraan,teknologi,rimanews,"Rimanews - Toyota Motor Corp melakukan penarikan ( recall) sekitar 2,9 juta mobil di Jepang, China, Oseania dan negara lain terkait potensi masalah pada inflators kantung udara ( airbag) Takata. Jenis mobil yang ditarik untuk direparasi adalah Toyota tipe sedan Corolla Axio dan SUV Crossover RAV4. Fuji Heavy Industries yang membuat mobil Subaru, Mitsubishi Motors Corp dan pembuat truk Hino Motors juga melakukan recall dengan total 240.000 kendaraan di pasar domestik akibat masalah inflators yang dibuat Takata. Kantung udara itu dikhawatirkan bisa meledak jika terlalu lama terpapar suhu panas. Setidaknya 16 kasus kematian dikaitkan dengan meledaknya airbag Takata, terutama di Amerika Serikat, yang mendorong recall terbesar dalam industri otomotif global. Otoritas transportasi global menilai kantung udara Takata mengandung senyawa kimia amonium nitrat yang tidak aman sehingga mereka meminta 100 juta unit airbag itu agar ditarik dari pasaran. Para pembuat mobil Jepang mengatakan penarikan baru-baru ini adalah bagian dari recall yang lebih luas sesuai perintah otoritas transportasi global pada tahun lalu. Toyota mengatakan penarikan sekitar 1,16 juta kendaraan yang terjual di Oseania, Timur Tengah dan wilayah dengan pasar terkecil hampir sepertiga dari total kendaraan yang ditarik. Adapun sekitar 750.000 kendaraan di Jepang sudah di - recall. Kendaraan yang dijual di Amerika Utara, sebagai pasar terbesar Toyota, tidak termasuk dalam recall terbaru itu. Di sisi lain, Takata sedang mencari sumber pendanaan guna membayar biaya recall itu, demikian dilansir Reuters.","Toyota Motor Corp melakukan penarikan ( recall) sekitar 2,9 juta mobil di Jepang, China, Oseania dan negara lain terkait potensi masalah pada inflators kantung udara ( airbag) Takata. Jenis mobil yang ditarik untuk direparasi adalah Toyota tipe sedan Corolla Axio dan SUV Crossover RAV4. Fuji Heavy Industries yang membuat mobil Subaru, Mitsubishi Motors Corp dan truk Hino Motors juga melakukan recall total 240.000 kendaraan.",227,64,0.2819,11
1513906834-pendiri-sahid-group-sukamdani-sahid-gitosardjono-m,tajuk utama,kumparan,"Kabar duka datang dari Pendiri Sahid Group, Sukamdani Sahid Gitosardjono. Sukamdani yang juga ayah dari Ketua Umum Asosiasi Pengusaha Indonesia ( Apindo), Hariyadi BS Sukamdani, meninggal dunia pada hari ini, Kamis ( 21 / 12) pukul 09.15 WIB di usia 89 tahun. "" Kabar meninggalnya Sukamdani Sahid Gitosardjono sudah disebar ke Ikatan Alumni Lemhannas dan Kadin Indonesia, "" ungkap pengurus Kadin Indonesia bidang Hubungan Luar Negeri Yono Reksoprodjo kepada kumparan ( kumparan.com), Kamis ( 21 / 12). Menurut informasi, jenazah akan disemayamkan di rumah duka, Jalan Imam Bonjol Nomor 50, Jakarta Pusat. Pemakaman sendiri dilakukan setelah Ashar di Pondok Pesantren Modern Sahid, Jalan Dasuki Bakri Km 6, Kecamatan Pamijahan. Bogor. "" Mohon dimaafkan atas segala kesalahan kekhilafan almarhum dan semoga almarhum husnul khatimah, "" sebutnya.","Kabar duka datang dari Pendiri Sahid Group, Sukamdani Sahid Gitosardjono. Sukamdani yang juga ayah dari Ketua Umum Asosiasi Pengusaha Indonesia ( Apindo), Hariyadi BS Sukamdani, meninggal dunia pada hari ini, Kamis ( 21 / 12) pukul 09.15 WIB di usia 89 tahun. Pemakaman sendiri dilakukan setelah Ashar di Pondok Pesantren Modern Sahid, Jalan Dasuki Bakri Km 6, Kecamatan Pamijahan. Bogor.",125,60,0.48,7
